"Datum","Transaktionsstatus","Transaktionstyp","Transaktionsnummer","Produktdetails","Artikelpreise gesamt","Gesamtsumme der Aktionsrabatte","Amazon-Gebühren","Andere","Summe (EUR)"
"13.1.2023","Veröffentlicht","Commingling VAT","1410681023","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","-2.24","-2.24"
"13.1.2023","Veröffentlicht","Commingling VAT","1410681023","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","2.05","2.05"
"13.1.2023","Veröffentlicht","Commingling VAT","1410678313","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","-2.24","-2.24"
"13.1.2023","Veröffentlicht","Commingling VAT","1410678313","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","2.24","2.24"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676483","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","-4.45","-4.45"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676483","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","5.38","5.38"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-0322755-0285911","Tajima Ersatzklingen für Cutter (Breite ...","14.38","-0.56","-4.59","3.29","12.52"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676193","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","-4.45","-4.45"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676193","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","5.38","5.38"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-5391367-2022720","Fermit Schweiss-Trennspray 400ml Dose","7.19","0","-4.53","1.37","4.03"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-9953489-8605155","Fermitex Pulver - chemischer Rohrreinige...","14.05","0","-6.98","2.67","9.74"
"13.1.2023","Verzögert","Bezahlung der Bestellung","302-0052996-8749920","Fre-Pro WAVE 2.0 - Pissoir & Urinal Eins...","114.45","-2.99","-27.21","2.99","87.24"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","305-4310390-9473154","Abrechnung für die Rücksendung","0","0","0","-3.69","-3.69"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-7070968-0607506","Stubai 3571 Spezial-Stemmeisensatz Korkh...","86.52","-1.67","-16.21","18.97","87.61"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-0138498-8981132","Olfa Rty-4 Hobby Rollenschneider, 18 mm","8.25","0","-2.84","1.65","7.06"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-1166066-6923507","Estwing BP-10 Goldpfanne aus schwarzem K...","13.47","-1.67","-5.09","4.36","11.07"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-0983467-1354731","FAMAG Bormax 2.0 prima Staketenbohrersat...","139.33","0","-25.91","33.37","146.79"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-5075255-7437952","SONAX Aktionsset KratzerEntferner Lack (...","10.24","0","-4.93","2.05","7.36"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-4039528-7856334","Beko Beko-Strukturdicht 310ml weiß-struk...","6.94","0","-4.16","1.32","4.1"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-9995658-4181104","Beko Beko-Strukturdicht 310ml weiß-struk...","6.94","0","-4.16","1.32","4.1"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-4631183-9137112","Silbergleit Trockengleitmittel - Holzgle...","9.12","0","-3.86","1.82","7.08"
"13.1.2023","Veröffentlicht","Commingling VAT","1410656003","Tajima DC560 DRIVER Cuttermesser / Cutter Set mit 13 superscharfen RAZAR BLACK Klingen, 18mm, AUTO LOCK - DC560RB13","0","0","0","-2.71","-2.71"
"13.1.2023","Veröffentlicht","Commingling VAT","1410656003","Tajima DC560 DRIVER Cuttermesser / Cutter Set mit 13 superscharfen RAZAR BLACK Klingen, 18mm, AUTO LOCK - DC560RB13","0","0","0","2.71","2.71"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-4968573-9950766","Tajima Ersatzklingen für Cutter (Breite ...","14.38","0","-4.59","2.73","12.52"
"13.1.2023","Veröffentlicht","Nicht verfügbarer Saldo","---","Aktueller Reservebetrag","0","0","0","-713.06","-713.06"
"13.1.2023","Veröffentlicht","Nicht verfügbarer Saldo aus vorausgehender Abrechnung","---","Vorheriger Reserverestbetrag","0","0","0","713.06","713.06"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-8501258-5153928","Tajima Extrastarke Cutterklinge (Ersatzk...","7.53","0","-6.61","5.42","6.34"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644863","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644863","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","2.73","2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644703","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","-14.8","-14.8"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644703","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","12.22","12.22"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644663","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644663","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","2.73","2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410643603","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","-6.11","-6.11"
"13.1.2023","Veröffentlicht","Commingling VAT","1410643603","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","7.4","7.4"
"13.1.2023","Veröffentlicht","Commingling VAT","1410643613","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","-6.11","-6.11"
"13.1.2023","Veröffentlicht","Commingling VAT","1410643613","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","6.11","6.11"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-9437928-9088312","Tajima Razar Black 18 mm Klingen, Spende...","5.08","0","-3","0.97","3.05"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-2576331-4470704","HW Wendeplatten-Nutfräser 12x50x105mm S=...","45.98","0","-8.99","8.74","45.73"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-0262591-1887560","Wekem WS-600-030 HTC-Tube 30 Gramm","6.96","0","-2.96","1.32","5.32"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-8235742-7501110","FAMAG langer Bormax 2.0 WS-Forstnerbohre...","31.79","0","-4.54","6.04","33.29"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-8594564-1939516","Silbergleit 350 ml Trockengleitmittel fü...","13.93","0","-5.83","2.79","10.89"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-5143185-7442734","Protus Kurvenlinfix - das flexible Kurve...","24.5","0","-3.79","4.65","25.36"
"13.1.2023","Veröffentlicht","Erstattung","303-1996034-8138760","Tibetlammfell Schaffell lockiges Lammfel...","-57.46","0","8.21","-10.92","-60.17"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-5344687-3403556","Leinos 240 Hartöl für Innen 307 Schwarz ...","15.01","0","-5.03","2.85","12.83"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-0300758-8039578","BEKO 2981500 TecLine Haftschmierstoff 50...","13.28","0","-5.86","2.52","9.94"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-1644067-3945124","Fermitex Pulver - chemischer Rohrreinige...","11.62","0","-6.54","2.21","7.29"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-3698039-2492351","Tajima Bandmaß PIT Measure (1 m, selbstk...","7.71","-1.67","-3.26","3.13","5.91"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-9124180-2393129","Stubai Stechbeitel Serie 52 - Form 36: V...","16.7","0","-4.65","3.17","15.22"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-2258852-1985165","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-3080264-5137953","STUBAI WoodRepair Holzreparatur Satz PRO...","239.45","0","-37.04","45.49","247.9"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-6434233-8812361","Loxeal Gewindedichtung mit PTFE 18-10 Ni...","18.78","0","-2.91","3.57","19.44"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-6917974-5268330","Piher Parallelzwinge Modell PRL 80cm Arb...","137.35","0","-22.14","32.97","148.18"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-3747899-2409139","KIRSCHEN Werkzeuge 3307000 | Schnitzmess...","46.8","0","-7.24","8.89","48.45"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-8378755-3373912","Stubai Sappel Tiroler Form mit Stiel ,Ko...","68.02","0","-10.52","12.92","70.42"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-3437089-5801132","Kirschen 3686000 Juniorsatz - Grundausst...","111.28","0","-17.21","21.14","115.21"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-3068015-9778736","Stehle HW (HM) MAN Nut-Fräser 125x4,0/2,...","54.04","0","-8.36","10.27","55.95"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-5727655-5433944","Drechslerbeitel hohl langes Heft","63.45","0","-10.61","18.19","71.03"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-2592624-5977146","STUBAI WoodRepair Holzreparatur Satz PRO...","239.45","0","-37.04","45.49","247.9"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-7451159-9907545","Ziehklingenstahl mit Holzheft rund","14.21","0","-2.2","2.7","14.71"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-2902628-9615534","FAMAG 1639 Bohrerverlängerung GL 400mm I...","46.85","0","-7.25","8.9","48.5"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-6100600-1459523","Stubai 705003 HSS-Abstecher 15x3 mm, 15 ...","47.72","0","-7.38","9.07","49.41"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-9970635-4156318","FAMAG Holzspiralbohrersatz 5-teilig D=3,...","25.93","0","-4.76","10.69","31.86"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-0189687-2337916","FAMAG 1410 Schlangenbohrer WS Lewis 460x...","28.85","0","-4.46","5.48","29.87"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-7309631-4373957","Stubai Stechbeitel Serie 52 - Form 28: G...","56.82","0","-9.58","16.86","64.1"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-1143274-4799528","FAMAG Bormax Hartmetall-Forstnerbohrer 3...","56.96","0","-8.81","10.82","58.97"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-1629549-0131549","Stubai Sappel Tiroler Form mit Stiel ,Ko...","68.02","0","-10.52","12.92","70.42"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-8137086-4138762","FAMAG Anlauflagersatz für die Serien 310...","18.52","0","-2.87","3.52","19.17"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-3543522-6203502","Stubai Ersatzstiel für Superspalter 6719...","68.5","0","-11.04","13.01","70.47"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","306-5143185-7442734","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-8004243-3735525","Leinos 240 Hartöl für Innen 002 Farblos ...","23.07","0","-7.27","4.38","20.18"
"13.1.2023","Veröffentlicht","Commingling VAT","1410617423","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","-1.77","-1.77"
"13.1.2023","Veröffentlicht","Commingling VAT","1410617423","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","1.77","1.77"
"13.1.2023","Veröffentlicht","Commingling VAT","1410616933","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","-1.46","-1.46"
"13.1.2023","Veröffentlicht","Commingling VAT","1410616933","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","1.77","1.77"
"13.1.2023","Veröffentlicht","Commingling VAT","1410615143","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410615143","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","2.73","2.73"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Verzögert","Bezahlung der Bestellung","304-4711627-9541924","Druckknopf mittel, Hayate","63.66","0","-9.84","12.12","65.94"
"13.1.2023","Veröffentlicht","Commingling VAT","1410614403","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410614403","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","2.73","2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410613683","Tajima DC560 DRIVER Cuttermesser / Cutter Set mit 13 superscharfen RAZAR BLACK Klingen, 18mm, AUTO LOCK - DC560RB13","0","0","0","-2.96","-2.96"
"13.1.2023","Veröffentlicht","Commingling VAT","1410611423","Tajima DC560 DRIVER Cuttermesser / Cutter Set mit 13 superscharfen RAZAR BLACK Klingen, 18mm, AUTO LOCK - DC560RB13","0","0","0","-2.96","-2.96"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-9471463-8015555","Fre-Pro Hang Tag universeller Lufterfris...","76.1","0","-11.78","14.46","78.78"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-6525863-1229125","FAMAG 3582 Scharnierlochbohrer Zenterfix...","19.58","0","-4.43","0","15.15"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-4318322-3019530","WoodRepair Holzreparatur Astfüller Kompa...","24.87","0","-3.85","4.73","25.75"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-1004316-6413140","Leinos 254 Stein- und Betonöl für Innen ...","24.62","0","-7.51","4.68","21.79"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-6487337-8608335","STUBAI WoodRepair Astfüller für Holzschä...","22.97","0","-3.55","4.37","23.79"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-4592110-2987568","Bildhauerklüpfel konisch Weißbuche 80mm","20.61","0","-3.19","3.91","21.33"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-6351570-9750712","Fermit 18006 Brennerreiniger Spray 500ml...","17.22","0","-10.27","3.28","10.23"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-1728757-7959565","Fermit Anti-Seize Kupferpastenspray 400m...","8.71","0","-4.77","1.66","5.6"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","304-4711627-9541924","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-0442038-7509943","Stubai Stechbeitel Serie 55 - Form 71 : ...","20.18","0","-5.22","4.04","19"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","302-9471463-8015555","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Commingling VAT","1410601453","Tajima Bandmaß PIT Measure (1 m, selbstklebende Rückseite zur Befestigung auf Oberflächen, für Werkbänke, Breite 13 mm, Farbe Weiß, Japanstahl, korrosionsbeständig) PIT10","0","0","0","1.44","1.44"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-9737597-3131546","Tajima Ersatzklingen für Cutter (Breite ...","28.78","-3.35","-9.2","8.81","25.04"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","304-4318322-3019530","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","304-6487337-8608335","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","028-4592110-2987568","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-2767613-2941927","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Verzögert","Bezahlung der Bestellung","028-4240776-4412311","FAMAG 1001 Schalungsbohrer CV mit Zylind...","68.56","0","-15.42","0","53.14"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-2433720-1518748","Tajima Robustes Bandmaß Class 1, 1 Stück...","36.51","0","-13.78","6.93","29.66"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-7223995-0438736","Tajima Ersatzklingen für Cutter (Breite ...","14.97","0","-4.69","2.84","13.12"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-4671820-8449969","Tajima Ersatzklingen für Cutter (Breite ...","14.09","0","-7.5","3.99","10.58"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-3826924-2909151","Stehle HW HKS-Massiv Kreissägeblatt für ...","11.5","-1.67","-5.1","3.86","8.59"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-5232432-5678700","Bandsägeblatt Banso"Flex back" Made in G...","75","0","-11.61","14.25","77.64"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-3681060-2341169","Bandsägeblatt Banso"Flex back" Made in G...","20.39","0","-3.15","3.87","21.11"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-7247591-6269144","Tajima TAJ-CB50RB DORA Cutterklinge RAZA...","9.5","0","-1.47","1.8","9.83"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-9720459-1182754","Tajima Kartuschenpresse Convoy Super 26,...","31.5","0","-4.87","5.99","32.62"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-4969058-5945139","Spezial-Trägerset Schreiner, passend zu ...","72.76","0","-11.26","13.82","75.32"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","028-9300637-7169917","Abrechnung für die Rücksendung","0","0","0","-3.69","-3.69"
"13.1.2023","Veröffentlicht","Commingling VAT","1410578153","Tajima Bandmaß PIT Measure (1 m, selbstklebende Rückseite zur Befestigung auf Oberflächen, für Werkbänke, Breite 13 mm, Farbe Weiß, Japanstahl, korrosionsbeständig) PIT10","0","0","0","-1.71","-1.71"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","303-9720459-1182754","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","303-7247591-6269144","Fakturierung","-4.07","0","0","0","-4.07"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","305-4969058-5945139","Fakturierung","-4.07","0","0","0","-4.07"
